Date,World Equities,US Treasuries,Bond Risk Premium,Inflation Protection,Currency Protection,Regime-5,Regime-7,US Equities,Real Estate,Commodities,Corp Bonds
8/1/04,0.012392,0.047554,-0.026587,0.005539,-0.003807,1,1,0.002426,0.059335,-0.007371,0.026019
9/1/04,0.034545,0.008596,0.004739,0.002958,-0.014224,1,1,0.028771,0.021817,0.10087,0.002677
10/1/04,0.028238,0.014581,0.005418,0.002019,-0.025644,1,1,0.001568,0.040305,0.012563,0.010557
11/1/04,0.067575,-0.022289,0.032513,0.008614,-0.010925,1,1,0.061326,0.054646,-0.070956,-0.008164
12/1/04,0.031212,0.016369,-0.001709,0.007023,0.005214,1,1,0.010819,0.015122,-0.075006,0.015268
1/1/05,-0.012256,0.031668,-0.031151,-0.007164,0.001838,1,1,-0.009487,-0.061148,0.074195,0.008568
2/1/05,0.041427,-0.012963,0.025122,0.004341,-0.005317,1,1,0.020629,0.026126,0.075081,-0.00688
3/1/05,-0.020341,-0.006687,-0.020493,0.001528,0.00844,1,1,-0.028874,-0.030663,0.100334,-0.011382
4/1/05,-0.026936,0.035829,-0.04682,0.003823,0.004506,1,1,-0.01115,0.046929,-0.100174,0.011499
5/1/05,0.00917,0.024687,-0.001628,-0.010626,0.009604,1,1,0.042095,0.050531,0.021909,0.020672
6/1/05,0.006273,0.014802,0.000478,0.00787,0.004153,1,1,0.002164,0.042895,0.046889,-0.002535
7/1/05,0.043438,-0.026499,0.041951,-0.010532,-0.013026,1,1,0.039347,0.056013,0.042746,-0.007027
8/1/05,0.041842,0.029705,-0.026783,0.004612,-0.001165,1,1,-0.009003,-0.036292,0.156904,0.017957
9/1/05,0.020982,-0.025931,0.01601,0.012684,0.009538,1,1,0.006522,-0.003918,-0.026236,-0.016949
10/1/05,-0.022586,-0.02174,0.015638,-0.004135,0.007131,1,1,-0.021291,-0.049744,-0.102394,-0.013012
11/1/05,0.030303,0.006572,-0.001509,-0.002888,-0.006336,1,1,0.056751,0.07751,-0.012242,0.00551
12/1/05,0.039817,0.024889,-0.01703,0.00099,-0.013013,1,1,-0.011636,-0.014034,0.005606,0.012284
1/1/06,0.061863,-0.011346,0.02855,0.004562,0.001627,1,1,0.036903,0.073696,0.023772,-0.004117
2/1/06,-0.001519,0.007561,-0.002192,-0.00187,0.001436,1,1,0.00786,0.017325,-0.078214,0.004117
3/1/06,0.040431,-0.034215,0.04028,-0.013147,-0.006979,1,1,0.009749,0.023981,0.051538,-0.012524
4/1/06,0.04451,-0.019308,0.02604,0.006242,-0.020227,1,1,0.006651,-0.025068,0.077551,-0.006862
5/1/06,-0.040916,0.000151,-0.001055,-0.000921,0.011637,1,1,-0.015772,0.003844,-0.033597,0.001834
6/1/06,0.001274,-6.40E-05,-0.003248,0.000136,-0.002675,1,1,-0.003681,0.042979,0.020533,0.000838
7/1/06,-0.002936,0.027069,-0.016307,0.00369,-0.006419,1,1,-0.014345,0.013063,0.01854,0.016067
8/1/06,0.040795,0.027604,-0.011215,0.002235,0.002276,1,1,0.034399,0.032449,-0.086539,0.020102
9/1/06,0.002307,0.015681,-0.002652,-0.007023,0.002818,1,1,0.012577,0.024077,-0.110175,0.011649
10/1/06,0.035637,0.007772,0.008025,-0.009236,-0.008297,1,1,0.031789,0.055172,-0.006891,0.011903
11/1/06,0.026507,0.019715,-0.003141,0.002262,-0.00747,1,1,0.028566,0.051649,0.051636,0.014803
12/1/06,0.029393,-0.021779,0.030806,-0.013111,0.009137,1,1,0.014481,-0.009938,-0.068822,-0.012073
1/1/07,0.019394,-0.007748,0.020239,0.003551,-0.003323,1,1,0.025029,0.082742,-0.033485,-0.000296
2/1/07,-0.014014,0.030115,-0.019084,0.004253,-0.004896,1,1,-0.024227,-0.04123,0.054589,0.022161
3/1/07,0.038183,-0.009464,0.01213,0.003049,-0.012606,1,1,0.016618,-0.008704,0.030481,-0.005926
4/1/07,0.038663,0.00609,0.006906,0.00216,-0.008563,1,1,0.039423,-0.014386,-0.008351,0.007311
5/1/07,0.035343,-0.024377,0.031447,-0.001762,-0.002414,1,1,0.038668,0.009038,0.002524,-0.013763
6/1/07,0.002203,-0.002871,-0.014696,-0.003904,-0.012572,1,1,-0.009441,-0.067682,0.0274,-0.001566
7/1/07,-0.037721,0.027568,-0.064237,0.005719,0.005346,1,1,-0.039381,-0.104881,0.034798,0.0024
8/1/07,0.004195,0.018244,-0.003279,-0.006473,-0.013275,1,1,0.008424,0.048189,-0.028829,0.008692
9/1/07,0.062109,0.006275,0.020519,0.007225,-0.020199,1,1,0.050306,0.062661,0.0917,0.009271
10/1/07,0.027193,0.022507,-0.019276,-0.002105,-0.014453,1,1,-0.021209,-0.049026,0.097828,0.017499
11/1/07,-0.032496,0.033918,-0.053505,0.01522,0.008602,-1,-1,-0.024377,-0.05695,-0.02755,0.000654
12/1/07,-0.015614,-0.004152,0.007065,-0.002376,-0.008053,-1,-1,-0.00037,-0.036913,0.055841,0.001681
1/1/08,-0.075516,0.031159,-0.043005,0.010377,-0.008571,-1,-1,-0.047213,0.035037,-0.021254,0.014746
2/1/08,-0.015669,-0.000201,-0.014937,0.004767,-0.019754,-1,-1,-0.043723,-0.070368,0.145859,-0.002687
3/1/08,0.013101,-0.000306,-0.001307,-0.008196,-0.003887,-1,-1,0.027027,0.092426,-0.029169,-0.018829
4/1/08,0.041514,-0.008083,0.052019,-3.30E-05,0.003451,-1,-1,0.031856,0.030793,0.075353,0.017559
5/1/08,0.019735,-0.022739,0.023703,0.012044,0.002137,-1,-1,-0.005369,-0.033794,0.113951,-0.012429
6/1/08,-0.089184,0.016659,-0.049148,0.009169,-0.007121,-1,-1,-0.069597,-0.094657,0.092273,-0.008705
7/1/08,-0.035145,0.003801,-0.017325,-0.009134,0.026124,-1,-1,-0.016162,0.026166,-0.125988,-0.003839
8/1/08,-0.036243,0.02151,-0.013107,-0.006624,0.024033,-1,-1,0.020219,0.01873,-0.073892,0.005412
9/1/08,-0.125042,0.012157,-0.099006,-0.047232,0.066819,-1,-1,-0.09744,-0.024801,-0.137095,-0.083405
10/1/08,-0.204945,-0.039976,-0.112578,-0.083037,0.024725,-1,-1,-0.173147,-0.312202,-0.295256,-0.068198
11/1/08,-0.111894,0.154699,-0.249246,-0.044064,-0.010747,-1,-1,-0.162932,-0.337308,-0.17563,0.053776
12/1/08,0.108032,0.062876,0.01565,0.011745,0.006038,-1,-1,0.120291,0.422866,-0.074309,0.062639
1/1/09,-0.114021,-0.088004,0.147941,0.04738,0.025223,-1,-1,-0.080826,-0.148119,-0.113704,0.004838
2/1/09,-0.126883,-0.009799,-0.021226,-0.01425,0.004337,-1,-1,-0.148267,-0.268897,-0.097275,-0.020985
3/1/09,0.14061,0.056939,-0.026798,0.039289,-0.024766,1,1,0.160889,0.117361,0.097293,-0.002639
4/1/09,0.116204,-0.064163,0.191113,-0.007448,-0.028712,1,1,0.092502,0.242674,0.044771,0.033579
5/1/09,0.153733,-0.049603,0.120603,0.036183,-0.012777,1,1,0.076946,0.100732,0.195285,0.036334
6/1/09,-0.020112,0.032394,-0.007973,0.002935,-0.003737,1,1,-0.017931,-0.048288,-0.030868,0.035817
7/1/09,0.104658,0.008512,0.049255,-1.60E-05,-0.011953,1,1,0.089045,0.107184,0.040092,0.045979
8/1/09,0.009507,0.019537,-0.000924,0.000534,-0.007523,1,1,-0.003869,0.049355,-0.076476,0.01973
9/1/09,0.036019,0.031632,0.023574,0.011495,-0.014236,1,1,0.036251,0.071343,0.018791,0.023023
10/1/09,0.002538,-0.026172,0.045836,0.01394,-0.004734,1,1,0.007496,-0.002572,0.080492,0.002933
11/1/09,0.053357,0.008075,0.003617,0.015032,0.004445,1,1,0.06374,0.076833,0.011743,0.011396
12/1/09,-0.010726,-0.047837,0.078987,0.002726,0.002741,1,1,0.013989,0.052289,-0.001589,-0.004595
1/1/10,-0.04331,0.019352,-0.007638,0.003164,0.014943,1,1,-0.020694,-0.030858,-0.065517,0.01323
2/1/10,-0.001693,0.005929,-0.000906,-0.017309,-0.008558,1,1,0.030993,0.041503,0.030896,0.007391
3/1/10,0.074917,-0.017784,0.047413,0.008591,-0.004972,1,1,0.058301,0.090172,0.043425,0.002514
4/1/10,-0.031781,0.030475,-0.007718,0.013738,0.027682,1,1,0.027329,0.095656,0.019023,0.020166
5/1/10,-0.104586,0.044723,-0.081959,-0.017831,0.005448,1,1,-0.108923,-0.100622,-0.149272,-0.005562
6/1/10,-0.019926,0.050152,-0.037053,-0.006604,-0.015573,1,1,-0.040903,-0.028268,-0.003629,0.024059
7/1/10,0.129544,-0.004615,0.040908,-0.001849,-0.007756,1,1,0.097059,0.126315,0.105139,0.018779
8/1/10,-0.028893,0.049738,-0.047257,-0.002265,-0.009768,1,1,-0.038427,-0.014272,-0.058114,0.014842
9/1/10,0.071083,-0.002931,0.03325,0.009186,-0.025954,1,1,0.065753,0.018637,0.070389,0.012778
10/1/10,0.032295,-0.031669,0.055547,0.026935,0.00285,1,1,0.034881,0.047736,0.028546,0.001416
11/1/10,-0.026195,-0.030204,0.020292,-0.011527,0.006621,1,1,0.026122,-0.014367,0.031531,-0.017481
12/1/10,0.063609,-0.017641,0.033544,0.001102,-0.011556,1,1,0.058715,0.056494,0.066113,-0.000252
1/1/11,0.038032,-0.027835,0.051226,0.004689,-0.007618,1,1,0.026566,0.022736,0.026874,-0.000428
2/1/11,0.019256,0.017941,-0.004641,0.010291,-0.009563,1,1,0.002078,0.011293,0.05452,0.01167
3/1/11,-0.01452,0.00238,0.001304,0.011425,-0.01656,1,1,0.025071,0.014928,0.034764,-0.001476
4/1/11,0.057297,0.016338,-0.002804,0.009825,-0.000397,1,1,0.020964,0.046797,0.029729,0.017339
5/1/11,-0.039443,0.045063,-0.039534,-0.010934,-0.000264,-1,-1,-0.03188,-0.019,-0.077536,0.019801
6/1/11,-0.004277,-0.032211,0.02327,0.010151,-0.006852,-1,-1,0.020465,0.018549,-0.045047,-0.014661
7/1/11,-0.029993,0.055704,-0.045282,0.021218,0.005701,-1,-1,-0.039745,-0.024496,0.028334,0.031937
8/1/11,-0.07711,0.092651,-0.129696,-0.014219,0.029873,-1,-1,-0.06797,-0.058073,-0.021869,0.001708
9/1/11,-0.120219,0.085461,-0.121427,-0.024878,0.009225,-1,-1,-0.094113,-0.131199,-0.124085,-0.002696
10/1/11,0.076465,-0.009156,0.060532,0.031145,0.006408,1,1,0.117158,0.148804,0.096833,0.025005
11/1/11,-0.002049,-0.013458,0.003366,-0.004295,0.009415,1,1,0.023752,-0.011152,0.018495,-0.028597
12/1/11,-0.006283,0.04232,-0.019393,-0.008145,-0.006197,1,1,0.011797,0.057262,-0.015721,0.024597
1/1/12,0.066572,-0.012613,0.044902,0.020964,-0.017339,1,1,0.060435,0.073675,0.022458,0.020947
2/1/12,0.039079,-0.019823,0.042384,-0.000618,0.006063,1,1,0.037933,-0.009799,0.0751,0.008258
3/1/12,0.002436,-0.027272,0.025169,0.001237,0.003226,1,1,0.032309,0.045864,-0.020415,-0.007393
4/1/12,-0.028465,0.035441,-0.022391,0.006601,0.017396,1,1,-0.009749,0.028547,-0.017843,0.012068
5/1/12,-0.125669,0.106814,-0.127406,-0.000584,0.014314,1,1,-0.089983,-0.070001,-0.155353,0.01419
6/1/12,0.088882,-0.034534,0.060883,-0.002334,-0.004723,1,1,0.070412,0.096638,0.034976,-3.20E-05
7/1/12,0.006649,0.02717,-0.006593,0.009712,-0.008662,1,1,0.00266,0.008128,0.070376,0.027729
8/1/12,0.032194,-0.004841,0.015006,-0.002295,-0.015646,1,1,0.02847,0.008833,0.060667,0.004597
9/1/12,0.037395,-0.018357,0.03363,0.009325,-0.002817,1,1,0.028198,-0.014942,-0.012368,0.008801
10/1/12,0.00417,-0.009888,0.018521,0.008794,0.006378,1,1,-0.008361,0.004423,-0.040774,0.009401
11/1/12,0.018237,0.020562,-0.013755,6.90E-05,-0.005775,1,1,-0.009275,-0.004804,0.014132,0.000864
12/1/12,0.026949,-0.019681,0.035437,-0.002429,-0.000868,1,1,0.016511,0.028587,-0.007606,-0.000665
1/1/13,0.055687,-0.041678,0.055553,-0.00062,0.008148,1,1,0.064635,0.049398,0.049273,-0.011164
2/1/13,-0.023169,0.024127,-0.019347,-0.001553,0.008706,1,1,0.005033,0.01085,-0.057204,0.011047
3/1/13,0.011736,-0.001121,0.011622,0.001375,-0.003589,1,1,0.030986,0.030573,0.0134,0.000448
4/1/13,0.048162,0.043792,-0.023837,-0.003887,0.004311,1,1,0.01184,0.046967,-0.064937,0.0207
5/1/13,-0.023535,-0.071252,0.063156,-0.024674,0.00806,1,1,0.039604,-0.053977,0.018295,-0.027298
6/1/13,-0.022487,-0.029361,0.004531,-0.024683,0.005467,1,1,-0.0114,-0.030297,-0.001446,-0.027634
7/1/13,0.052875,-0.041411,0.058638,0.007166,-0.001167,1,1,0.061305,0.004873,0.054354,9.90E-05
8/1/13,-0.009472,0.014122,-0.01993,-0.009612,-0.002088,1,1,-0.041535,-0.058239,0.020761,1.90E-05
9/1/13,0.061787,-0.002566,0.013376,0.007963,-0.010036,1,1,0.044913,0.049865,-0.038356,0.0063
10/1/13,0.019221,0.00803,0.016155,-0.003883,0.008862,1,1,0.036391,0.031454,-0.02624,0.012284
11/1/13,0.009774,-0.015135,0.020188,-0.003247,0.001824,1,1,0.023188,-0.054979,0.014428,0.001985
12/1/13,0.021909,-0.019563,0.02496,-0.005955,0.009267,1,1,0.029008,0.014987,0.013694,-0.001704
1/1/14,-0.049006,0.057003,-0.049992,0.006693,0.002437,1,1,-0.05487,0.015713,-0.021333,0.018909
2/1/14,0.046232,0.008488,0.011743,0.001901,-0.000814,1,1,0.064581,0.0655,0.067488,0.010841
3/1/14,0.017895,4.00E-06,0.003046,-0.002866,-0.00377,1,1,0.022264,0.007657,-0.026827,-0.000785
4/1/14,0.015678,0.036594,-0.030552,0.011474,-0.003164,1,1,-0.005873,0.029376,0.013928,0.017465
5/1/14,0.015413,0.020175,-0.011374,0.009659,0.001472,1,1,0.022277,0.024267,0.002441,0.010764
6/1/14,0.019006,-0.011597,0.02024,0.002279,-0.00237,1,1,0.030821,0.013135,0.021638,-0.002212
7/1/14,-0.031476,0.018786,-0.037674,0.003014,0.008966,1,1,-0.028148,-0.006735,-0.058104,0.004053
8/1/14,0.008299,0.038387,-0.017082,-0.005085,0.015053,1,1,0.043745,0.035689,-0.009703,0.01339
9/1/14,-0.048614,-0.00266,-0.016629,-0.016933,0.012874,1,1,-0.033391,-0.05539,-0.062227,-0.007792
10/1/14,-0.019297,0.011297,-0.001103,-0.003781,0.016922,1,1,0.041572,0.093608,-0.064498,0.003308
11/1/14,0.021751,0.022566,-0.036628,-0.005693,0.024115,1,1,0.016468,0.012604,-0.08271,0.004095
12/1/14,-0.029958,0.035465,-0.043172,-0.012414,0.021519,1,1,0.007651,0.014302,-0.155282,0.003538
1/1/15,0.002981,0.088439,-0.081832,0.00586,0.012876,1,1,-0.015855,0.054097,-0.059164,0.031557
2/1/15,0.049694,-0.055251,0.079355,0.003293,0.018271,1,1,0.050828,-0.019236,0.026451,-0.010528
3/1/15,-0.010973,0.02368,-0.028928,-0.006037,-0.010104,1,1,-0.020838,0.006205,-0.025507,0.00814
4/1/15,0.040044,-0.05595,0.067976,0.006568,-0.007679,1,1,0.018966,-0.040538,0.078846,-0.017115
5/1/15,-0.009131,-0.020765,0.023307,-0.008381,0.007707,1,1,0.005086,0.002632,-0.017373,-0.009787
6/1/15,-0.018181,-0.037048,0.02455,0.001528,0.017284,1,1,-0.013243,-0.039644,-0.018004,-0.015107
7/1/15,0.007697,0.051836,-0.059759,-0.005629,0.018674,1,1,0.007747,0.039278,-0.147469,0.011177
8/1/15,-0.093336,0.000205,-0.018776,-0.011641,0.007606,1,1,-0.083911,-0.078913,-0.015768,-0.005264
9/1/15,-0.020377,0.019278,-0.046164,-0.007092,-0.008719,1,1,0.003427,0.042418,-0.027453,0.007008
10/1/15,0.064349,-0.00925,0.038861,0.002252,0.015185,1,1,0.092108,0.079243,0.001611,0.004193
11/1/15,-0.004573,0.004317,-0.024294,0.003207,0.010149,1,1,0.001941,-0.010844,-0.078084,0.002581
12/1/15,-0.025108,-0.012637,-0.014789,-0.0064,0.021798,1,1,-0.029494,-0.000828,-0.090491,-0.012915
1/1/16,-0.061896,0.045892,-0.06381,-0.007631,-0.00825,1,1,-0.055124,-0.033953,-0.076118,0.000116
2/1/16,-0.011061,0.01813,-0.001593,0.006144,-0.020322,1,1,0.023712,0.021567,0.009421,0.007615
3/1/16,0.036116,0.015874,0.019297,0.013954,-0.016114,1,1,0.051944,0.072566,0.022858,0.03285
4/1/16,0.051411,-0.005294,0.044543,0.00474,0.010611,1,1,0.00872,-0.002171,0.109346,0.014696
5/1/16,-0.010807,0.009593,-0.005465,-0.007978,0.003649,1,1,0.011779,0.009775,0.039373,-0.001577
6/1/16,-0.018297,0.07234,-0.05711,0.003309,0.006859,1,1,0.003738,0.066622,0.005294,0.028376
7/1/16,0.037188,0.00326,0.019679,-0.002418,-0.009273,1,1,0.03522,0.041594,-0.11989,0.007354
8/1/16,0.010802,-0.001221,0.021784,0.003946,0.007811,1,1,0.004009,-0.038314,0.020075,0.005421
9/1/16,0.007593,-0.016875,0.023974,0.007518,0.009304,1,1,-0.002355,-0.028512,0.067589,-0.002329
10/1/16,-0.020021,-0.037464,0.03632,0.006614,0.023735,1,1,-0.024218,-0.054193,-0.024027,-0.008301
11/1/16,-0.0145,-0.090081,0.090259,0.009099,0.015732,1,1,0.049532,-0.01357,0.048825,-0.031981
12/1/16,0.034377,0.0081,0.010419,-0.001785,-0.001325,1,1,0.024148,0.058115,0.026598,0.011132
1/1/17,0.028057,-0.000598,0.016117,0.006465,-0.01409,1,1,0.0181,-0.0088,0.00051,0.001784
2/1/17,0.015076,0.001665,0.014321,-0.001205,-0.004205,1,1,0.051317,0.050463,-0.00984,0.00706
3/1/17,0.018458,0.013096,-0.01771,0.000673,-0.007346,1,1,-0.015722,-0.00981,-0.047995,0.003802
4/1/17,0.028427,0.00581,0.006187,-0.003179,-0.003919,1,1,0.01523,0.010069,-0.017285,0.008314
5/1/17,0.03537,0.027476,-0.018147,-0.004349,-0.013066,1,1,0.017014,-0.001752,-0.013798,0.013838
6/1/17,2.30E-05,0.006321,-0.006042,-0.008262,-0.013684,1,1,0.002698,0.025728,-0.003772,0.004031
7/1/17,0.036043,0.002272,0.009533,0.002155,-0.010927,1,1,0.01812,0.004595,0.017437,0.010779
8/1/17,-0.003572,0.018053,-0.018558,0.001434,-0.009487,1,1,0.002555,0.003272,0.006427,0.002513
9/1/17,0.021013,-0.014149,0.022515,0.00123,0.017983,1,1,0.026364,-0.008289,0.018489,0.000538
10/1/17,0.017646,0.001088,0.003512,0.003749,0.001874,1,1,0.017553,0.001323,0.052222,0.004427
11/1/17,0.000536,0.018297,-0.02117,0.002982,-0.002643,1,1,0.0276,0.026818,0.026263,0.002506
12/1/17,0.024908,0.00413,-0.001162,0.005284,-0.022828,1,1,0.012692,-0.002884,0.031379,0.005165
1/1/18,0.046916,-0.042973,0.04798,0.004419,0.003044,1,1,0.052478,-0.049256,0.042601,-0.012895
2/1/18,-0.060285,-0.012157,0.002858,-0.001924,0.004592,1,1,-0.048248,-0.056119,-0.046203,-0.012403
3/1/18,-0.004075,0.022661,-0.026919,0.001808,0.000494,1,1,-0.031321,0.026595,0.009943,0.001168
4/1/18,0.018215,-0.026036,0.031486,0.005158,0.027778,1,1,0.029583,0.025344,0.057894,-0.013259
5/1/18,-0.008206,0.017547,-0.015893,-0.002722,0.016414,1,1,0.03537,0.03287,0.015722,0.004987
6/1/18,-0.026838,0.012952,-0.009821,0.004692,0.005149,1,1,-0.000469,0.03181,0.006325,-0.00179
7/1/18,0.035704,-0.022824,0.034039,-0.002079,0.010278,1,1,0.030346,0.016921,-0.035008,0.006016
8/1/18,-0.018291,0.023364,-0.01629,2.70E-05,0.005631,1,1,0.035904,0.018466,0.026868,0.007723
9/1/18,0.010218,-0.035022,0.042517,-0.001682,0.001178,1,1,0.003224,-0.032415,0.060332,-0.004578
